File,EmfPlusRecordTypeDrawDriverString,EmfPlusRecordTypeDrawImagePoints,EmfPlusRecordTypeDrawLines,EmfPlusRecordTypeDrawPath,EmfPlusRecordTypeEndOfFile,EmfPlusRecordTypeFillPath,EmfPlusRecordTypeFillRects,EmfPlusRecordTypeGetDC,EmfPlusRecordTypeHeader,EmfPlusRecordTypeMultiplyWorldTransform,EmfPlusRecordTypeObject,EmfPlusRecordTypeResetWorldTransform,EmfPlusRecordTypeRestore,EmfPlusRecordTypeSave,EmfPlusRecordTypeSetAntiAliasMode,EmfPlusRecordTypeSetClipPath,EmfPlusRecordTypeSetClipRect,EmfPlusRecordTypeSetClipRegion,EmfPlusRecordTypeSetCompositingQuality,EmfPlusRecordTypeSetInterpolationMode,EmfPlusRecordTypeSetPageTransform,EmfPlusRecordTypeSetPixelOffsetMode,EmfPlusRecordTypeSetRenderingOrigin,EmfPlusRecordTypeSetTextRenderingHint,EmfPlusRecordTypeSetWorldTransform,EmfRecordTypeBeginPath,EmfRecordTypeBitBlt,EmfRecordTypeCloseFigure,EmfRecordTypeCreateBrushIndirect,EmfRecordTypeDeleteObject,EmfRecordTypeEndPath,EmfRecordTypeEOF,EmfRecordTypeExtCreatePen,EmfRecordTypeExtSelectClipRgn,EmfRecordTypeFillPath,EmfRecordTypeHeader,EmfRecordTypeMoveToEx,EmfRecordTypePolyBezierTo16,EmfRecordTypePolyLineTo,EmfRecordTypePolyPolygon16,EmfRecordTypePolyPolyline16,EmfRecordTypeRestoreDC,EmfRecordTypeSaveDC,EmfRecordTypeSelectClipPath,EmfRecordTypeSelectObject,EmfRecordTypeSetBkMode,EmfRecordTypeSetMapMode,EmfRecordTypeSetMiterLimit,EmfRecordTypeSetPolyFillMode,EmfRecordTypeSetViewportExtEx,EmfRecordTypeSetViewportOrgEx,EmfRecordTypeSetWindowExtEx,EmfRecordTypeSetWindowOrgEx,EmfRecordTypeStretchDIBits,EmfRecordTypeStrokeAndFillPath,EmfRecordTypeStrokePath,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Server Elements vFilO 2021\visio\media\image3.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,4,5,6,1,1,0,6,1,8,8,0,10,0,0,0,0,5,1,1,0,16,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Server Elements vFilO 2021\visio\media\image4.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,4,5,6,1,1,0,6,1,8,8,0,8,0,0,0,0,5,1,1,0,14,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Server Elements vFilO 2021\visio\media\image5.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,8,5,1,3,0,4,1,6,6,0,9,0,0,0,0,8,1,1,1,14,1,1,1,1,0,1,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,3,2,1,1,0,2,1,7,7,0,1,0,0,0,0,3,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image10.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,0,1,1,1,1,0,2,0,0,0,0,2,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image11.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image12.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image13.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image14.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image15.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image16.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image2.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,3,4,2,1,1,0,2,1,7,7,0,1,0,0,0,0,4,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image3.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,3,2,1,1,0,2,1,7,7,0,1,0,0,0,0,3,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image4.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,3,2,1,1,0,2,1,7,7,0,1,0,0,0,0,3,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image5.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,3,2,1,1,0,2,1,7,7,0,1,0,0,0,0,3,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image6.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image7.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,1,0,0,1,0,0,0,11,0,0,0,0,4,1,1,0,11,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image8.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,1,0,0,1,0,0,0,4,0,0,0,0,4,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Sites and Location Elements 2021\visio\media\image9.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,26,27,24,1,1,0,24,1,24,24,0,27,0,0,0,0,27,1,1,0,51,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,7,2,1,1,0,2,1,2,2,0,13,0,0,0,0,7,1,1,0,15,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image10.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,1,0,0,0,9,0,0,0,0,3,1,1,0,9,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image11.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,1,0,0,0,6,0,0,0,0,3,1,1,0,6,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image12.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,1,0,0,0,6,0,0,0,0,3,1,1,0,6,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image13.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,5,4,1,1,0,4,1,8,8,0,38,0,0,0,0,5,1,1,0,42,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image14.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,4,5,8,1,1,0,8,1,16,16,0,10,0,0,0,0,5,1,1,0,18,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image15.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,1,1,0,0,1,0,0,0,66,0,0,0,0,19,1,1,0,66,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image16.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,18,19,4,1,1,0,4,1,8,8,0,38,0,0,0,0,19,1,1,0,42,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image17.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,1,0,0,0,9,0,0,0,0,3,1,1,0,9,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image18.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,1,0,0,0,9,0,0,0,0,3,1,1,0,9,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image19.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,18,19,8,1,1,0,8,1,16,16,0,10,0,0,0,0,19,1,1,0,18,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image2.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,23,24,2,1,1,0,2,1,2,2,0,70,0,0,0,0,24,1,1,0,72,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image20.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,1,1,0,0,1,0,0,0,66,0,0,0,0,19,1,1,0,66,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image3.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,6,2,1,1,0,2,1,2,2,0,4,0,0,0,0,6,1,1,0,6,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image4.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,1,0,0,1,0,0,0,8,0,0,0,0,6,1,1,0,8,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image5.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,1,0,1,1,1,1,0,12,0,0,0,0,5,1,1,0,13,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image6.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,22,1,1,1,0,1,1,1,1,0,69,0,0,0,0,22,1,1,0,70,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image7.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,1,1,1,0,1,1,1,1,0,3,0,0,0,0,4,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image8.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,1,0,0,1,0,0,0,5,0,0,0,0,4,1,1,0,5,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Storage Elements 2021\visio\media\image9.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,1,0,0,0,9,0,0,0,0,3,1,1,0,9,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Feature Diagram 2021\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,563,95,148,362,1,53,0,356,1,571,571,0,484,21,0,0,0,148,1,1,6,840,1,1,1,1,0,0,6,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,10,6,1,5,0,4,1,7,7,0,2,0,0,0,0,10,1,1,2,6,1,1,1,1,0,0,2,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image10.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,6,4,1,3,0,2,1,5,5,0,1,0,0,0,0,6,1,1,2,3,1,1,1,1,0,0,2,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image11.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,4,1,1,0,4,1,6,6,0,0,0,0,0,0,4,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image12.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,3,2,1,1,0,2,1,3,3,0,3,0,0,0,0,3,1,1,0,5,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image13.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,2,3,3,1,1,0,3,1,20,20,0,0,0,0,0,0,3,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image2.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,3,4,1,1,0,4,1,5,5,0,0,0,0,0,0,3,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image3.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,7,6,1,3,0,6,1,9,9,0,0,2,0,0,0,7,1,1,2,6,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image4.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,5,4,1,1,0,4,1,6,6,0,0,0,0,0,0,5,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image5.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,3,6,1,1,0,6,1,7,7,0,1,0,0,0,0,3,1,1,0,7,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image6.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,3,3,1,1,0,3,1,5,5,0,0,0,0,0,0,3,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image7.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,11,5,1,5,0,3,1,7,7,0,2,0,0,0,0,11,1,1,2,5,1,1,1,1,0,0,2,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image8.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,3,6,1,1,0,6,1,7,7,0,0,0,0,0,0,3,1,1,0,6,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features Blue Outline 2021\visio\media\image9.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,2,3,5,1,1,0,5,1,8,8,0,0,0,0,0,0,3,1,1,0,5,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,10,5,1,5,0,3,1,5,5,0,2,0,0,0,0,10,1,1,2,5,1,1,1,1,0,0,2,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image10.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,1,3,0,1,1,3,3,0,1,0,0,0,0,6,1,1,2,2,1,1,1,1,0,0,2,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image11.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,3,3,1,1,0,3,1,4,4,0,0,0,0,0,0,3,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image12.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,1,1,0,1,1,1,1,0,3,0,0,0,0,3,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image13.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,2,3,2,1,1,0,2,1,18,18,0,0,0,0,0,0,3,1,1,0,2,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image2.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,3,3,1,1,0,3,1,3,3,0,0,0,0,0,0,3,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image3.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,5,3,1,2,0,3,1,3,3,0,0,2,0,0,0,5,1,1,2,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image4.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,1,1,0,3,1,4,4,0,0,0,0,0,0,4,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image5.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,3,5,1,1,0,5,1,5,5,0,1,0,0,0,0,3,1,1,0,6,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image6.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,3,2,1,1,0,2,1,3,3,0,0,0,0,0,0,3,1,1,0,2,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image7.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,11,4,1,5,0,2,1,5,5,0,2,0,0,0,0,11,1,1,2,4,1,1,1,1,0,0,2,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image8.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,3,4,1,1,0,4,1,6,6,0,0,0,0,0,0,3,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\Swarm Features No Outline 2021\visio\media\image9.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,3,5,1,1,0,5,1,5,5,0,0,0,0,0,0,3,1,1,0,5,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\vFilO Feature Diagram 2021\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,431,107,154,285,1,47,0,285,1,441,441,0,388,23,0,0,0,154,1,1,0,673,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\vFilO Features Blue Outlines 2021\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,2,1,1,0,2,1,3,3,0,3,0,0,0,0,3,1,1,0,5,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\vFilO Features Blue Outlines 2021\visio\media\image10.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,3,4,1,1,0,4,1,7,7,0,0,0,0,0,0,3,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\vFilO Features Blue Outlines 2021\visio\media\image11.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,3,4,1,1,0,4,1,5,5,0,1,0,0,0,0,3,1,1,0,5,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\vFilO Features Blue Outlines 2021\visio\media\image12.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,3,3,1,1,0,3,1,4,4,0,8,0,0,0,0,3,1,1,0,11,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\vFilO Features Blue Outlines 2021\visio\media\image2.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,3,4,1,1,0,4,1,5,5,0,2,0,0,0,0,3,1,1,0,6,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\All_Iconography\vFilO Features Blue Outlines 2021\visio\media\image3.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,3,5,1,1,0,5,1,6,6,0,0,0,0,0,0,3,1,1,0,5,1,1,1,1,0,0,0,
